web-scraper-order,web-scraper-start-url,stars,review,comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390671-5699,https://www.taptap.com/app/84683/review?order=default&page=1,width:,28px,刚玩时间不长，没参加过内测，新人来聊一下。先说优点：游戏类型是策略战争型游戏。这类型的游戏在手游上还是比较受欢迎的，因为操作比较简单，主要是靠策略。所以近些年策略类的游戏还是层出不穷的。不过能坚持时间长的就比较少了，手游的策略类游戏，目前也就率土应该是玩家最多，最火的吧。这款游戏，在传统的策略类游戏上还是有所创新的，比如沙盒。画面也比较不错，音效刚开始时，感觉还行，但是时间一长，蹦蹦蹦的有点头疼。玩法比较多，游戏性也还不错，其他的还要慢慢体验。再说说缺点：在游戏的过程中，感觉到了很多不喜欢的地方，最后累积到的感觉就是：啊！我受不了了，退游，卸载。其他玩家说的掉线的情况，没有遇到。一般刚上线的新游戏，开服初期应该都会存在服务器优化的问题，只要能及时修复就OK。说说，剧情和新人教程的问题。本来一开始觉得剧情还是不错的，但是仔细想想不对啊。三国和日本战国时代相差了有一千年吧？三国题材应该是最受欢迎的游戏题材，但真觉得有点烂大街了。日本战国时代同期的中国是明朝。这么一个最受欢迎的朝代，不能当做游戏背景吗？可以做的将领少吗？然后是新人教程，果断被繁琐的各种操作劝退，各种调动，驻守，出征的，做着任务和剧情，都做不明白，明明到达了任务地点，任务就是完成不了。就算上面都是个人原因吧，但是氪金度把我吓到了。策略游戏，氪金是正常的，能理解的。微氪，小氪，能凑合混下去应该是大多数玩家的心声。也有很多玩家说这款游戏对于微氪和小氪玩家是比较友好的，这点承认。这款游戏的微氪玩家属于氪几千的，5万左右的属于小氪玩家。世界频道一直在聊这个，成功被吓到。此外刚玩了两分钟就有引导加同盟的任务，刚加个盟，按指导捐了帮贡，被秒踢。额......更别说还有其他各种广告盟了。好吧，我下载进入的到底是一款什么游戏啊，新人游戏体验真的差。感觉三星都有点多，这款游戏适合喜欢策略游戏的玩家，而且得是有点闲钱的，还有时间的。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390639-5399,https://www.taptap.com/app/84683/review?order=default&page=16,width:,56px,夏侯为啥这么猛啊?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390652-5528,https://www.taptap.com/app/84683/review?order=default&page=10,width:,70px,进不去，什么回事？？？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390656-5557,https://www.taptap.com/app/84683/review?order=default&page=8,width:,14px,只能说这是垃圾。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390667-5676,https://www.taptap.com/app/84683/review?order=default&page=3,width:,14px,公告条幅不删掉，一星不改,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390637-5375,https://www.taptap.com/app/84683/review?order=default&page=17,width:,70px,游戏不错很好玩,率土的模式但是做的比率土好不用一格格铺路了,率土那个节奏太慢太无聊了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390637-5371,https://www.taptap.com/app/84683/review?order=default&page=17,width:,56px,这两个题材都是感兴趣的，四星期待下，希望到时有好产品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390648-5490,https://www.taptap.com/app/84683/review?order=default&page=12,width:,70px,我感觉游戏想法不错，就是不知道做出来怎么样，等开服吧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390635-5356,https://www.taptap.com/app/84683/review?order=default&page=18,width:,70px,居然又是多益的，三国VS幕府感觉还可以，，期待下,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390643-5451,https://www.taptap.com/app/84683/review?order=default&page=14,null,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390635-5364,https://www.taptap.com/app/84683/review?order=default&page=18,width:,42px,怎么看起来跟率土之滨那么像啊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390637-5383,https://www.taptap.com/app/84683/review?order=default&page=17,width:,70px,德川幕府就是个笑话，一个几百上千人的世家跟三国打，这游戏是欺负我们没文化吗？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390650-5505,https://www.taptap.com/app/84683/review?order=default&page=11,width:,56px,好玩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390648-5485,https://www.taptap.com/app/84683/review?order=default&page=12,width:,56px,偶然看到视频的时候就已经被这款游戏圈粉了，三国时的名将，吕布，关羽等在线陪你征战沙场，游戏中更是夹杂了很多的日本元素，更是吸引了不少像我这样玩家前来征战九州,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390630-5325,https://www.taptap.com/app/84683/review?order=default&page=20,width:,70px,等待体验极差，能不能快点开测,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390667-5662,https://www.taptap.com/app/84683/review?order=default&page=3,width:,70px,https://jz.duoyi.com/act/yuyue/v1/m/?camp=12165&from=yuyue组队预约,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390665-5643,https://www.taptap.com/app/84683/review?order=default&page=4,width:,70px,https://jz.duoyi.com/act/yuyue/v1/m/?camp=12247&from=yuyue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390643-5440,https://www.taptap.com/app/84683/review?order=default&page=14,null,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390667-5657,https://www.taptap.com/app/84683/review?order=default&page=3,width:,14px,怎么说呢，内测不删档，一进去全是充值界面，我就不说其他的，大家该怎么玩就怎么玩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390633-5337,https://www.taptap.com/app/84683/review?order=default&page=19,width:,42px,游戏图标改改吧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390635-5359,https://www.taptap.com/app/84683/review?order=default&page=18,width:,70px,多久了,宝贝,这都预约了快一年了,稍微来电动静啊,不会这项目黄了吧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390663-5627,https://www.taptap.com/app/84683/review?order=default&page=5,width:,14px,开服都进不去，卡在原地不动。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390661-5601,https://www.taptap.com/app/84683/review?order=default&page=6,width:,28px,日本战国就是村子械斗，本国人都不看好，对抗三国，你们要加强日本多少战力，你们的主战场是东瀛还是中原?如果平定东瀛可以玩玩，如何战场在中原，呵呵呵想中日对抗为什么不选大明对抗东瀛，朝鲜战场,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390643-5448,https://www.taptap.com/app/84683/review?order=default&page=14,width:,56px,游戏比较肝，我也喜欢肝，但是能不能签到奖励多点，5000铜币真扣，还有为啥颜良文丑那么丑,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390648-5488,https://www.taptap.com/app/84683/review?order=default&page=12,width:,70px,之前玩的，因为要删档就玩了一会没在玩了，武将获取好评，分解合成，能慢慢攒，不会出现率土一辈子都抽不到想要的那个将的感觉。还行，很期待,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390671-5697,https://www.taptap.com/app/84683/review?order=default&page=1,width:,14px,上午10点开服一直玩到晚上20点国战！一般新的游戏我都会混个首充！鄙人不敢说所有手游都玩过，但第一次见到充值收手续费的游戏！（微笑mmp）国战奖励听说内测时是只要参加就会有箱子参与抽奖有机会获得五星奖！没想到期待了一天的国战打完之后发现，箱子不是每个人都有，拼手速，拼网速！（mmp你国战都卡成低帧连环画了，我tm怎么抢）很用心的想玩一款游戏，也是第一次认真评论（很生气的评论）我承认有白嫖心理，但一点甜头不给，玩家怎么给你埋单！吃相难看，把玩家当弟弟耍点个赞，评论区期待你的留言！我们不误导萌新，我们只给出合理建议（玩你mb）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390661-5615,https://www.taptap.com/app/84683/review?order=default&page=6,width:,28px,和率土太像了8……,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390626-5279,https://www.taptap.com/app/84683/review?order=default&page=22,width:,56px,4星观望,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390671-5703,https://www.taptap.com/app/84683/review?order=default&page=1,width:,28px,我感觉其他都还好了，但冲值收手续费什么鬼，我第一次遇到这种冲值还收手续费的手游。而且这类游戏早有率土珠玉在前，虽然这游戏有自己的特色，但我感觉我还是更喜欢率土一点(也许是我更喜欢里面的卡面？)当然这只是我个人看法，并不是说这个游戏比率土差，各有各的优点特色。但是冲值收手续费让人真的不舒服，虽然不多，但真的让人感觉有点恶心，感觉吃相有点难看。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390628-5303,https://www.taptap.com/app/84683/review?order=default&page=21,width:,14px,近期究竟什么时候？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390639-5407,https://www.taptap.com/app/84683/review?order=default&page=16,width:,56px,四星观望，和你怼了俩句，口说也无凭，明天进游戏体验之后再做评价。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390671-5704,https://www.taptap.com/app/84683/review?order=default&page=1,width:,14px,吃相真的难看，各种骗氪设定，尴尬界面不提。第一次见到用支付宝微信第三方充值还收玩家1%手续费的！！！也就是说充值100就得付101元,，1000实付1010元。别的游戏公测充值优惠，你倒好，官方连这微信支付宝提手续费都要从玩家身上薅，这种“良心游戏”是真的少见。我把截图发到论坛上，秒删，这又有什么用呢？，只要玩家点开充值界面就能看到下面那一行小字。不是钱多少问题，是态度问题，为了薅羊毛而薅，学学人家腾讯，氪金让你舒服氪各种打折优惠，你们连骗氪都不让玩家舒服，给你多少分？自己说?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390639-5401,https://www.taptap.com/app/84683/review?order=default&page=16,width:,70px,因为是光荣无双的粉丝，对三国和日本战国的结合还是挺感兴趣的，期待一下,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390635-5354,https://www.taptap.com/app/84683/review?order=default&page=18,width:,42px,我看出来了，这游戏不充钱玩不下去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390661-5611,https://www.taptap.com/app/84683/review?order=default&page=6,width:,14px,我觉得可以做一款孙悟空大战吕布的游戏，或者赵云vs程咬金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390669-5691,https://www.taptap.com/app/84683/review?order=default&page=2,width:,70px,https://jz.duoyi.com/act/yuyue/v1/m/?camp=7896&from=yuyue,,,,,,,,,,,12214来朋友,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390671-5708,https://www.taptap.com/app/84683/review?order=default&page=1,width:,14px,快节奏率土加三国志加战国策反正就是杂七杂八一大堆。我都怀疑这游戏有100加活人吗？不是拖盟就是广告盟。世界上不是广告就是骂官方的影响游戏体验。突然发现所有东西都要玉竟然征兵都要玉本来觉得还能玩，现在再见了。1星差评。垃圾游戏，打着SLG幌子极度骗氪。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390663-5623,https://www.taptap.com/app/84683/review?order=default&page=5,width:,42px,咋玩，注册半天，注册好了提示网络异常，玩蛇皮。游戏到现在还没进去。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390671-5712,https://www.taptap.com/app/84683/review?order=default&page=1,width:,56px,我愿意给你们好评，不过有个小问题要提一下就是某某抽到好卡的推送消息不能再往上挪一挪吗？挪到顶，或者说设置成可以关闭也行。现在这个位置刚好就会挡到角色的技能描述信息，就很烦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390648-5482,https://www.taptap.com/app/84683/review?order=default&page=12,width:,28px,2点多开始玩，进去游戏感觉画面不错（有些玩家可能不喜欢），但战斗场景……左边游戏小图标显示结果……没画面，战斗血量显示就你怼我一下我少一点血我怼你一下你少一点血……游戏建筑，只有充值的玉可加速，征1000兵，要等30+分钟，首测没任何福利，开通充值通道，本来想充值，越玩到后面就越发现，小额充值和没充一毛一样，能花玉的地方多了，啥都想点一下，还好没充值，要不然像我这种一充值就停不下来……这游戏，不用肝，充值就好……好了懒得说那么多，想体验玩家的可以试一下，一星给画质，一星给武将搭配玩法。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390641-5417,https://www.taptap.com/app/84683/review?order=default&page=15,width:,14px,看到日本打三国就没兴趣了，村长对战州长一点代入感都没有，让人感觉很讨厌，要么你就弄一个纯日本的要么就弄一个三国的，或者中国历史混战也可以，不伦不类，这个游戏公司的策划是日本人吧。还有，难道九州劫的意思就是抗日了？三国时代就抗日？无法理解。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390665-5654,https://www.taptap.com/app/84683/review?order=default&page=4,width:,28px,这玩法模仿精灵契约的，大至差不多,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390650-5503,https://www.taptap.com/app/84683/review?order=default&page=11,null,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390641-5428,https://www.taptap.com/app/84683/review?order=default&page=15,width:,56px,给个期待值，看想法很好但感觉不容易做好，等实际出来再看成品了。btw：游戏能快点出来不？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390665-5646,https://www.taptap.com/app/84683/review?order=default&page=4,width:,14px,画面low爆，借鉴率土又没什么好的创新，还在游戏里屏蔽率土之滨，你们真有点东西,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390628-5292,https://www.taptap.com/app/84683/review?order=default&page=21,width:,14px,头像是日本的将军头盔头像。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390646-5454,https://www.taptap.com/app/84683/review?order=default&page=13,width:,56px,武将的组合效果如果能降低一些就好了，能让玩家自由组合不一样的队伍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390641-5413,https://www.taptap.com/app/84683/review?order=default&page=15,width:,70px,九州风云起，四海皆归心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390654-5550,https://www.taptap.com/app/84683/review?order=default&page=9,width:,56px,组队码12442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390663-5634,https://www.taptap.com/app/84683/review?order=default&page=5,width:,70px,评论区好乱。都是题材，就不能等游戏下了玩过再说，本就是架空的，按照这么说什么电影小说都打死算了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390665-5640,https://www.taptap.com/app/84683/review?order=default&page=4,width:,42px,https://jz.duoyi.com/act/yuyue/v1/m/?camp=12479&from=yuyue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390628-5304,https://www.taptap.com/app/84683/review?order=default&page=21,width:,70px,希望不要太坑💰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390626-5272,https://www.taptap.com/app/84683/review?order=default&page=22,width:,42px,率土之滨？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390646-5463,https://www.taptap.com/app/84683/review?order=default&page=13,width:,70px,看个电影要被扣帽子问动机，玩个游戏也要这样吗？我真是服了，自信点好吗？英剧《黑镜》里首相x猪，也没见英国人说啥?美帝的电影，动不动就炸白宫绑总统。咱们祖国这么强大，岂是一部电影一款游戏能搞事情的？不就图个乐，上纲上线的这是要干嘛呀？还有那些说历史的看了几遍三国演义就真以为了解历史了？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390643-5435,https://www.taptap.com/app/84683/review?order=default&page=14,width:,42px,希望这里面英雄好抽点，别像率土之滨一个月，半个月才一个5，还是缺胳膊少腿😂先给3星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390669-5679,https://www.taptap.com/app/84683/review?order=default&page=2,width:,14px,垃圾游戏，世界频道我说了两句话，一句“红警联机”，一句“哈哈哈(ಡωಡ)hiahiahia”，就给我禁言了，我就笑了，还有一些无脑托(没钱玩***，穷比等等言论)都没事，我也就呵呵了。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390643-5450,https://www.taptap.com/app/84683/review?order=default&page=14,width:,14px,俗话说日有所思，夜有所梦，这种含有某种映射的游戏，是不是代表着什么？所以身为中国人，给个最低评分，不过分吧？开发游戏，利用国仇家恨也得有个度。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390628-5308,https://www.taptap.com/app/84683/review?order=default&page=21,width:,70px,什么时候不删档内测，删档的没意思,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561390650-5515,https://www.taptap.com/app/84683/review?order=default&page=11,width:,70px,玩的感觉很像是三国志&信长之野望。2个时代的武将都有，又有在玩无双大蛇策略版的感觉。游戏比较快节奏，体验下来肝度还行。这款游戏的策划有一定的新颖性，但是仍然是在沙盘游戏的大框架下做了大量的优化，脱离不了沙盘游戏的框架。何为优化，我的理解是摒弃缺点，同时让有点能够更快的使玩家察觉到，哪怕是小白玩家进来，也能第一时间感受到一定的爽度。写的比较长，码长后懒得删了....见谅：①题材：在常规的三国题材中，加入了幕府战国元素，算是有一定新意。日本战国题材有一定受众，也可以说是比较取巧，大家也很好奇三国跟日本战国放在同一战场上，会有怎样的展开（村长打架升级版？）  ②剧情：单人地图是一张个人剧情的地图，目前我过了4章，剧情是架空穿越，个人可以接受，但算不上出彩。但是不受掠夺这一点值得好评。。。。真的好评。。③国战：一个字，快。快到什么程度，调兵快，周期快，战斗快。3个星期就能打一轮，一星期打得架比其他的一轮回都多。半夜到凌晨是休战期，只能调兵无法操作。早上9点调好兵就开干，节奏快得一匹。将军你好，9点该上钟打仗了。④兵种：兵种克制的比较厉害，大概30%的克制程度。这一点能很清晰的感受到，这个有利有弊，善用兵者天天拿兵种克制吊打别人。但不懂克制关系的话就容易被人打自闭。这里是存在学习成本。⑤建筑：不是城内的建筑，是城外的建筑。武卫营可以使出征和驻守的部队受到伤害减少。难测营可以隐藏出征部队的兵种。游戏里建这2个的比较多。这些建筑还是非常有用的。还有一个建筑是加耐久的不动营，貌似最近被策划砍了。⑥武将：武将种类繁多，平民买个月卡，也能抽一些五星将。每周国战有保底卡包，剧情卡包都是有保底的，抽10次必然能中一个五星。武将有组合技能，这一点也是有利有弊，3个武将组合在一起能至少多一个技能，多一个技能多很多战术变化。但是也导致大家的武将同质化很高，毕竟厉害的组合基本能摸索到。这个游戏里还有一些比较有意思的武将组合，比如独眼枭雄，就是把一群独眼龙组一队。也顺带说一下平衡性，我忘不了被夏侯渊支配的恐惧。尽管策划连削了2刀，但是夏侯依然强力。这个游戏里土豪确实厉害。国战里最重要的是找准自己的定位，兵对兵、将对将，偶尔用兵种克制坑坑土豪还是可以的。还有就是战力其实并没什么卵用，关键还是看武将和技能的克制，技能太有用了。⑦画面：画面可接受。厉害的武将有动态。国战地图都差不多。内城不是很合意，因为给人一种千遍一律的感觉，很多游戏内城都差不多。⑧奖励：国战奖励不错，大家都冲着贡献去，打城一堆人，打架更多是靠自觉。军衔很有用，是根据每天活得的荣誉排名获得。大赏三军的贡献比较能拉开层次，导致强弱分化。平常日常任务和活动的奖励基本都够用，周末的活动不去副本的话也很休闲。⑨技能搭配：技能搭配没有战必技能，只有战前、被动、连环、主动，这几类。连环技能基本都是菜刀，主动技能是法师用，其他都差不多，搭配还是比较丰富的，值得研究的地方很多。游戏里一群喜欢研究黑科技队伍的人，好的黑科技也有几种比较实用的⑩氪金点:最大的氪金点还是抽卡，五星还是比较稀少的。但是其实这游戏出五星的概率在同类产品中不低，不算保底的话，官方公布是5%。但是终究还是看脸吧，抽诸葛村夫还是很难的。    整体来说这是一款值得研究的策略游戏，当然前提是你喜欢研究配将。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
